"NOM,N,4,0","PRSTR,N,4,0","CODE,C,5","NAME,C,254"
141,10,15101," Ценных бумаг (балансовый счет  №70602, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70702)"
142,10,15102," Средств в иностранной валюте (балансовый счет №70603, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70703)"
143,10,15103, Драгоценных металлов (балансовый счет №70604 при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70704)
144,120,15100,Итого по символам 15101-15103
145,20,,"2. Доходы от применения  встроенных производных инструментов, не отделяемых от основного договора (балансовый счет №70605, при составлении годового отчета - балансовый счет №70705):"
146,10,15201, От изменения курса ценной бумаги
147,10,15202, От изменения валютного курса
148,10,15203, От изменения индекса цен
149,10,15204, От изменения других переменных
150,120,15200,Итого по символам 15201-15204
151,130,15000,Итого по разделу 5
152,30,,Раздел 6. Другие операционные доходы
153,20,,"1. Доходы от производных финансовых инструментов (балансовый счет N 70613, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет - N 70713):"
154,10,16101, Доходы от производных финансовых инструментов
155,120,16100,Итого по символу 16101
156,20,,2. Комиссионные вознаграждения
157,10,16201, За проведение операций с валютными ценностями
158,10,16202, От оказания посреднических услуг по брокерским и аналогичным договорам
159,10,16203, По другим операциям
160,120,16200,Итого по символам 16201-16203
161,20,,3. Другие операционные доходы
162,10,16301, От сдачи имущества в аренду
163,10,16302, От выбытия (реализации) имущества
164,10,16303, От дооценки основных средств после их уценки
165,10,16304, От передачи активов в доверительное управление
166,10,16305," От восстановления сумм резервов на возможные потери, кроме резервов - оценочных обязательств некредитного характера"
167,10,16306, Прочие операционные доходы
168,120,16300,Итого по символам 16301-16306
169,130,16000,Итого по разделу 6
170,140,10002,"Итого по группе доходов Б ""Операционные доходы"" (3-6 разделы)"
171,40,,В. Прочие доходы
172,30,,Раздел 7. Прочие доходы
173,20,,"1. Штрафы, пени, неустойки"
174,10,17101, По операциям привлечения и предоставления (размещения) денежных средств
175,10,17102, По другим банковским операциям и сделкам
176,10,17103, По прочим (хозяйственным) операциям
177,120,17100,Итого по символам 17101-17103
178,20,,"2. Доходы прошлых лет, выявленные в отчетном году"
179,10,17201, По операциям привлечения и предоставления (размещения) денежных средств
180,10,17202, По другим банковским операциям и сделкам
181,10,17203, По прочим (хозяйственным) операциям
182,120,17200,Итого по символам 17201-17203
183,20,,"3. Другие  доходы, относимые к прочим"
184,10,17301, От безвозмездно полученного имущества
185,10,17302," Поступления в возмещение причененных убытков, в том числе страховое возмещение от страховщиков"
186,10,, От оприходования излишков:
187,10,17303, материальных ценностей
188,10,17304, денежной наличности
189,10,17305, От списания обязательств и невостребованной кредиторской задолженности
190,10,17306, Другие доходы
191,10,17307, в том числе: от восстановления сумм резервов - оценочных обязательств некредитного характера
192,120,17300,Итого по символам 17301-17306
193,130,17000,Итого по разделу 7
194,140,10003,"Итого по группе доходов В ""Прочие доходы""(раздел 7)"
195,150,10000,"Всего по Главе I ""Доходы""(разделы 1-7)"
196,50,,Глава II. РАСХОДЫ
197,40,,А. По банковским операциям и другим сделкам
198,30,,Раздел 1. Процентные расходы
199,20,,1. По полученным кредитам от:
200,10,21101, Банка России
201,10,21102, Кредитных организаций
202,10,21103, Банков-нерезидентов
203,10,21104, Других кредиторов
204,120,21100,Итого по символам 21101-21104
205,20,,2. По денежным средствам на банковских счетах клиентов-юридических лиц
206,10,21201," Финансовых организаций, находящихся в федеральной собственности"
207,10,21202," Коммерческих организаций, находящихся в федеральной собственности"
208,10,21203," Некоммерческих организаций, находящихся в федеральной собственности"
209,10,21204," Финансовых организаций, находящихся в государственной (кроме федеральной) собственности"
210,10,21205," Коммерческих организаций, находящихся в государственной (кроме федеральной) собственности"
211,10,21206," Некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности"
212,10,21207, Негосударственных финансовых организаций
213,10,21208, Негосударственных коммерческих организаций
214,10,21209, Негосударственных некоммерческих организаций
215,10,21210, Кредитных организаций
216,10,21211, Банков-нерезидентов
217,10,21212, Индивидуальных предпринимателей
218,10,21213, Индивидуальных предпринимателей-нерезидентов
219,10,21214, Юридических лиц-нерезидентов
220,120,21200,Итого по символам 21201-21214
221,20,,3. По депозитам юридических лиц
222,10,21301, Федерального казначейства
223,10,21302, Финансовых органов субъектов Российской Федерации и органов местного самоуправления
224,10,21303, Государственных внебюджетных фондов Российской Федерации
225,10,21304, Внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления
226,10,21305," Финансовых организаций, находящихся в федеральной собственности"
227,10,21306," Коммерческих организаций, находящихся в федеральной собственности"
228,10,21307," Некоммерческих организаций, находящихся в федеральной собственности"
229,10,21308," Финансовых организаций, находящихся в государственной (кроме федеральной) собственности"
230,10,21309," Коммерческих организаций, находящихся в государственной (кроме федеральной) собственности"
231,10,21310," Некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности"
232,10,21311, Негосударственных финансовых организаций
233,10,21312, Негосударственных  коммерческих организаций
234,10,21313, Негосударственных некоммерческих организаций
235,10,21314, Юридических лиц - нерезидентов
236,10,21315, Кредитных организаций
237,10,21316, Банков-нерезидентов
238,10,21317, Банка России
239,120,21300,Итого по символам 21301-21317
240,20,,4. По прочим привлеченным средствам юридических лиц
241,10,21401, Минфина России
242,10,21402, Финансовых органов субъектов Российской Федерации и органов местного самоуправления
243,10,21403, Государственных внебюджетных фондов Российской Федерации
244,10,21404, Внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления
245,10,21405," Финансовых организаций, находящихся в федеральной собственности"
246,10,21406," Коммерческих организаций, находящихся в федеральной собственности"
247,10,21407," Некоммерческих организаций, находящихся в федеральной собственности"
248,10,21408," Финансовых организаций, находящихся в государственной (кроме федеральной) собственности"
249,10,21409," Коммерческих организаций, находящихся в государственной (кроме федеральной) собственности"
250,10,21410," Некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности"
251,10,21411, Негосударственных финансовых организаций
252,10,21412, Негосударственных коммерческих организаций
253,10,21413, Негосударственных некоммерческих организаций
254,10,21414, Юридических лиц - нерезидентов
255,10,21415, Кредитных организаций
256,10,21416, Банков-нерезидентов
257,10,21417, Банка России
258,120,21400,Итого по символам 21401-21417
259,20,,5. По денежным средствам на банковских счетах клиентов - физических лиц
260,10,21501, Граждан Российской Федерации
261,10,21502, Нерезидентов
262,120,21500,Итого по символам 21501-21502
263,20,,6. По депозитам клиентов - физических лиц
264,10,21601, Граждан Российской Федерации
265,10,21602, Нерезидентов
266,120,21600,Итого по символам 21601-21602
267,20,,7. По прочим привлеченным средствам клиентов - физических лиц
268,10,21701, Граждан Российской Федерации
269,10,21702, Нерезидентов
270,120,21700,Итого по символам 21701-21702
271,20,,8. По выпущенным долговым обязательствам
272,10,21801, По облигациям
273,10,21802, По депозитным сертификатам
274,10,21803, По сберегательным сертификатам
275,10,21804, По векселям
276,120,21800,Итого по символам 21801-21804
277,130,21000,Итого по разделу 1
278,30,,Раздел 2. Другие расходы по банковским операциям и другим сделкам
279,20,,1. Расходы по купле-продаже иностранной валюты в наличной и безналичной формах
280,10,22101, Расходы по купле-продаже иностранной валюты в наличной и безналичной формах
281,120,22100,Итого по символу 22101
282,20,,2. Расходы по проведению других сделок
283,10,22201, Погашению и реализации приобретенных прав требования
284,10,22202, Доверительному управлению имуществом
285,10,22203, Операциям с драгоценными металлами и драгоценными камнями
286,10,22204, от реализации (уступки) прав требования по заключенным кредитной организацией договорам на предоставление (размещение) денежных средств
287,120,22200,Итого по символам 22201-22204
288,130,22000,Итого по разделу 2
289,140,20001,"Итого по группе расходов А ""От банковских операций и других сделок"" (разделы 1-2)"
290,40,,Б. Операционные расходы
291,30,,"Раздел 3. Расходы по операциям с ценными бумагами, кроме процентов и переоценки"
292,20,,1.Расходы по операциям с приобретенными ценными бумагами
293,10,23101, Российской Федерации
294,10,23102, Субъектов Российской Федерации и органов местного самоуправления
295,10,23103, Банка России
296,10,23104, Кредитных организаций
297,10,23105, Прочих ценных бумаг
298,10,23106, Иностранных государств
299,10,23107, Банков-нерезидентов
300,10,23108, Прочих ценных бумаг нерезидентов
301,10,23109," Расходы профессиональных участников рынка ценных бумаг, связанные с приобретением и реализацией ценных бумаг (кроме расходов на консультационные и информационные услуги)"
302,120,23100,Итого по символам 23101- 23109
303,20,,2. Расходы по операциям с выпущенными ценными бумагами
304,10,23201, Расходы по операциям с выпущенными ценными бумагами
305,120,23200,Итого по символу 23201
306,130,23000,Итого по разделу 3
307,30,,Раздел 4. Отрицательная переоценка
308,20,,"1. Отрицательная переоценка ценных бумаг, средств в иностранной валюте, драгоценных металлов"
309,10,24101," Ценных бумаг (балансовый счет №70607, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70707)"
310,10,24102," Средств в иностранной валюте (балансовый счет №70608, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70708)"
311,10,24103," Драгоценных металлов (балансовый счет №70609, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70709)"
312,120,24100,Итого по символам 24101 - 24103
313,20,,"2.Расходы от применения встроенных производных инструментов, не отделяемых от основного договора (балансовый счет №70610, при составлении годового отчета - балансовый счет №70710):"
314,10,24201, От изменения курса ценной бумаги
315,10,24202, От изменения валютного курса
316,10,24203, От изменения индекса цен
317,10,24204, От изменения других переменных
318,120,24200,Итого по символам 24201-24204
319,130,24000,Итого по разделу 4
320,30,,Раздел 5. Другие операционные расходы
321,20,,"1. Расходы по производным финансовым инструментам (балансовый счет N 70614, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет - N 70714):"
322,10,25101, Расходы по производным финансовым инструментам
323,120,25100,Итого по символу 25101
324,20,,2. Комиссионные сборы
325,10,25201, За проведение операций с валютными ценностями
326,10,25202, За расчетно-кассовое обслуживание и ведение банковских счетов
327,10,25203," За услуги по переводам денежных средств, включая услуги платежных и расчетных систем"
328,10,25204, За полученные гарантии и поручительства
329,10,25205, За оказание посреднических услуг по брокерским и аналогичным договорам
330,10,25206, По другим операциям
331,120,25200,Итого по символам 25201-25206
332,20,,3. Другие операционные расходы
333,10,25301, От передачи активов в доверительное управление
334,10,25302," Отчисления в резервы на возможные потери, кроме резервов - оценочных обязательств некредитного характера"
335,10,25303, Прочие операционные расходы
336,120,25300,Итого по символам 25301-25303
337,130,25000,Итого по разделу 5
338,30,,"Раздел 6. Расходы, связанные с обеспечением деятельности кредитной организации"
339,20,,1. Расходы на содержание персонала
340,10,26101," Расходы на оплату труда, включая премии и компенсации"
341,10,26102," Налоги и сборы в виде начислений на заработную плату, уплачиваемые работодателями в соответствии с законодательством Российской Федерации"
342,10,26103," Расходы, связанные с перемещением персонала (кроме расходов на оплату труда)"
343,10,26104, Другие расходы на содержание персонала
344,120,26100,Итого по символам 26101-26104
345,20,,2. Амортизация
346,10,26201," По основным средствам, кроме недвижимости, временно неиспользуемой в основной деятельности"
347,10,26202," По основным средствам, полученным в финансовую аренду (лизинг)"
348,10,26203, По нематериальным активам
349,10,26204," По недвижимости, временно неиспользуемой в основной деятельности"
350,120,26200,Итого по символам 26201-26204
351,20,,"3. Расходы, связанные с содержанием (эксплуатацией) имущества и его выбытием"
352,10,26301, Расходы по ремонту основных средств и другого имущества
353,10,26302, Расходы на содержание основных средств и другого имущества (включая коммунальные расходы)
354,10,26303, Арендная плата по арендованным основным средствам и другому имуществу
355,10,26304, Плата за право пользования объектами интеллектуальной собственности
356,10,26305, По списанию стоимости материальных запасов
357,10,26306, По уценке основных средств
358,10,26307, По выбытию (реализации) имущества
359,120,26300,Итого по символам 26301-26307
360,20,,4. Организационные и управленческие расходы
361,10,26401, Подготовка и переподготовка кадров
362,10,26402, Служебные командировки
363,10,26403, Охрана
364,10,26404, Реклама
365,10,26405, Представительские расходы
366,10,26406," Услуги связи, телекоммуникационных и информационных систем"
367,10,26407, Судебные и арбитражные издержки
368,10,26408, Аудит
369,10,26409, Публикация отчетности
370,10,26410, Страхование
371,10,26411," Налоги и сборы, относимые на расходы в соответствии с законодательством Российской Федерации"
372,10,26412, Другие организационные и управленческие расходы
373,120,26400,Итого по символам 26401-26412
374,130,26000,Итого  по  разделу 6
375,140,20002,"Итого по группе расходов Б ""Операционные расходы"" (3-6 разделы)"
376,40,,В. Прочие расходы
377,30,,Раздел 7. Прочие расходы
378,20,,"1. Штрафы, пени, неустойки"
379,10,27101, По операциям привлечения и предоставления (размещения) денежных средств
380,10,27102, По другим банковским операциям и сделкам
381,10,27103, По прочим (хозяйственным) операциям
382,120,27100,Итого по символам 27101-27103
383,20,,"2. Расходы прошлых лет, выявленные в отчетном году"
384,10,27201, По операциям привлечения и  предоставления (размещения) денежных средств
385,10,27202, По другим банковским операциям и сделкам
386,10,27203, По прочим (хозяйственным) операциям
387,120,27200,Итого по символам 27201-27203
388,20,,"3. Другие расходы, относимые к прочим"
389,10,27301, Платежи в возмещение причиненных убытков
390,10,27302, От списания недостач материальных ценностей
391,10,27303," От списания недостач денежной наличности, сумм по имеющим признаки подделки денежным знакам"
392,10,27304, От списания активов (требований) и не взысканной дебиторской задолженности
393,10,27305, Расходы на благотворительность и другие аналогичные расходы
394,10,27306," Расходы на осуществление спортивных мероприятий, отдыха, мероприятий культурно-просветительского характера и иных аналогичных мероприятий"
395,10,27307," Расходы, возникающие как последствия чрезвычайных обстоятельств хозяйственной деятельности"
396,10,27308, Другие расходы
397,10,27309, в том числе: отчисления в резервы - оценочные обязательства некредитного характера
398,120,27300,Итого по символам 27301-27308
399,130,27000,Итого по разделу 7
400,140,20003,"Итого по группе расходов В ""Прочие расходы"" (раздел 7)"
401,140,20100,Итого расходов по разделам 1-7
402,10,01000," Прибыль до налогообложения (символ 10000 минус строка ""Итого расходов по разделам 1-7"")"
403,10,02000," Убыток до налогообложения(строка ""Итого расходов по разделам 1-7"" минус символ 10000)"
404,30,,"Раздел 8. Налог на прибыль (балансовый счет №70611, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70711)"
405,10,28101," Налог на прибыль (балансовый счет N 70611, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет N 70711)"
406,10,28102,"Увеличение налога на прибыль на отложенный налог на прибыль (балансовый счет N70616, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет N 70716)"
407,10,28103,"Уменьшение налога на прибыль на отложенный налог на прибыль (балансовый счет N70615, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет N 70715)"
408,10,28201,Итого расход по налогу на прибыль (символ 28101 плюс символ 28102 минус символ 28103)
409,10,28202,Итого доход по налогу на прибыль (символ 28103 минус символ 28101 минус символ 28102)
410,130,28000,Итого по разделу 8
411,150,20000,"Всего по Главе II ""Расходы"" (разделы 1-8)"
412,50,,Глава III. ФИНАНСОВЫЙ РЕЗУЛЬТАТ ПОСЛЕ НАЛОГООБЛОЖЕНИЯ И ЕГО ИСПОЛЬЗОВАНИЕ
413,30,,Раздел 1. Финансовый результат после налогообложения
414,10,31001, Прибыль после налогообложения (символ 01000 минус символ 28101)
415,10,31002, Убыток после налогообложения (символ 02000 плюс символ 28101 либо символ 28101 минус символ 01000)
416,30,,"Раздел 2. Выплаты из прибыли после налогообложения (балансовый счет №70612, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет №70712)"
417,10,32001, Распределение между акционерами (участниками) в виде дивидендов
418,10,32002, Отчисления на формирование и пополнение резервного фонда
419,130,32101,Итого по разделу 2
420,30,,Раздел 3. Результат по отчету
421,10,33001, Неиспользованная прибыль (символ 31001 минус символ 32101)
422,10,33002, Убыток (символ 31002 плюс символ 32101 либо символ 32101 минус символ 31001)
